city_state	Row Labels	City	County	Latitude	Longitude
"RAQUETTE LAKE, NY"	NY	RAQUETTE LAKE	HAMILTON	43.865726	-74.545882
"RAVENA, NY"	NY	RAVENA	ALBANY	42.487005	-73.848548
"RAY BROOK, NY"	NY	RAY BROOK	ESSEX	44.3	-74.0856
"RAYMONDVILLE, NY"	NY	RAYMONDVILLE	SAINT LAWRENCE	44.8391	-74.9833
"READING CENTER, NY"	NY	READING CENTER	SCHUYLER	42.4303	-76.9332
"RED CREEK, NY"	NY	RED CREEK	WAYNE	43.235822	-76.709256
"RED HOOK, NY"	NY	RED HOOK	DUTCHESS	41.994798	-73.821512
"REDFIELD, NY"	NY	REDFIELD	OSWEGO	43.593501	-75.797769
"REDFORD, NY"	NY	REDFORD	CLINTON	44.619835	-73.800198
"REDWOOD, NY"	NY	REDWOOD	JEFFERSON	44.337791	-75.751838
"REGO PARK, NY"	NY	REGO PARK	QUEENS	40.724094	-73.862457
"REMSEN, NY"	NY	REMSEN	ONEIDA	43.338924	-75.13972
"REMSENBURG, NY"	NY	REMSENBURG	SUFFOLK	40.807917	-72.705062
"RENSSELAER, NY"	NY	RENSSELAER	RENSSELAER	42.626327	-73.707155
"RENSSELAER FALLS, NY"	NY	RENSSELAER FALLS	SAINT LAWRENCE	44.579413	-75.359689
"RENSSELAERVILLE, NY"	NY	RENSSELAERVILLE	ALBANY	42.506006	-74.155586
"RETSOF, NY"	NY	RETSOF	LIVINGSTON	42.8398	-77.8742
"REXFORD, NY"	NY	REXFORD	SARATOGA	42.84157	-73.835658
"REXVILLE, NY"	NY	REXVILLE	STEUBEN	42.064733	-77.683058
"RHINEBECK, NY"	NY	RHINEBECK	DUTCHESS	41.926086	-73.86918
"RHINECLIFF, NY"	NY	RHINECLIFF	DUTCHESS	41.9194	-73.9519
"RICHBURG, NY"	NY	RICHBURG	ALLEGANY	42.0884	-78.1537
"RICHFIELD SPRINGS, NY"	NY	RICHFIELD SPRINGS	OTSEGO	42.855568	-74.984132
"RICHFORD, NY"	NY	RICHFORD	TIOGA	42.381902	-76.17073
"RICHLAND, NY"	NY	RICHLAND	OSWEGO	43.574704	-75.964413
"RICHMOND HILL, NY"	NY	RICHMOND HILL	QUEENS	40.699576	-73.831452
"RICHMONDVILLE, NY"	NY	RICHMONDVILLE	SCHOHARIE	42.621706	-74.564548
"RICHVILLE, NY"	NY	RICHVILLE	SAINT LAWRENCE	44.433526	-75.37161
"RIDGE, NY"	NY	RIDGE	SUFFOLK	40.889599	-72.8897
"RIDGEWOOD, NY"	NY	RIDGEWOOD	QUEENS	40.7317515	-73.849172
"RIFTON, NY"	NY	RIFTON	ULSTER	41.835574	-74.041188
"RIPARIUS, NY"	NY	RIPARIUS	WARREN	43.6619	-73.8978
"RIPLEY, NY"	NY	RIPLEY	CHAUTAUQUA	42.223614	-79.681316
"RIVERHEAD, NY"	NY	RIVERHEAD	SUFFOLK	40.924315	-72.642608
"ROCHESTER, NY"	NY	ROCHESTER	MONROE	43.16136308	-77.6186516
"ROCK CITY FALLS, NY"	NY	ROCK CITY FALLS	SARATOGA	43.060028	-73.928531
"ROCK HILL, NY"	NY	ROCK HILL	SULLIVAN	41.615014	-74.580257
"ROCK STREAM, NY"	NY	ROCK STREAM	SCHUYLER	42.453646	-76.956008
"ROCK TAVERN, NY"	NY	ROCK TAVERN	ORANGE	41.493803	-74.160764
"ROCKAWAY PARK, NY"	NY	ROCKAWAY PARK	QUEENS	40.574938	-73.850777
"ROCKVILLE CENTRE, NY"	NY	ROCKVILLE CENTRE	NASSAU	40.6664085	-73.6386455
"ROCKY POINT, NY"	NY	ROCKY POINT	SUFFOLK	40.939563	-72.934214
"RODMAN, NY"	NY	RODMAN	JEFFERSON	43.846594	-75.879917
"ROME, NY"	NY	ROME	ONEIDA	43.2112725	-75.44428375
"ROMULUS, NY"	NY	ROMULUS	SENECA	42.747173	-76.837912
"RONKONKOMA, NY"	NY	RONKONKOMA	SUFFOLK	40.815685	-73.118682
"ROOSEVELT, NY"	NY	ROOSEVELT	NASSAU	40.680135	-73.587015
"ROOSEVELTOWN, NY"	NY	ROOSEVELTOWN	SAINT LAWRENCE	44.9729	-74.7317
"ROSCOE, NY"	NY	ROSCOE	SULLIVAN	41.913307	-74.925462
"ROSE, NY"	NY	ROSE	WAYNE	43.1537	-76.8786
"ROSEBOOM, NY"	NY	ROSEBOOM	OTSEGO	42.709706	-74.810052
"ROSEDALE, NY"	NY	ROSEDALE	QUEENS	40.659812	-73.738055
"ROSENDALE, NY"	NY	ROSENDALE	ULSTER	41.851042	-74.070249
"ROSLYN, NY"	NY	ROSLYN	NASSAU	40.794386	-73.648425
"ROSLYN HEIGHTS, NY"	NY	ROSLYN HEIGHTS	NASSAU	40.777572	-73.63711
"ROTTERDAM JUNCTION, NY"	NY	ROTTERDAM JUNCTION	SCHENECTADY	42.871918	-74.049552
"ROUND LAKE, NY"	NY	ROUND LAKE	SARATOGA	42.921583	-73.784381
"ROUND TOP, NY"	NY	ROUND TOP	GREENE	42.272243	-74.074456
"ROUSES POINT, NY"	NY	ROUSES POINT	CLINTON	44.987371	-73.36956
"ROXBURY, NY"	NY	ROXBURY	DELAWARE	42.302556	-74.556365
"RUBY, NY"	NY	RUBY	ULSTER	42.0181	-74.0155
"RUSH, NY"	NY	RUSH	MONROE	42.99757	-77.65925
"RUSHFORD, NY"	NY	RUSHFORD	ALLEGANY	42.380582	-78.247482
"RUSHVILLE, NY"	NY	RUSHVILLE	YATES	42.765162	-77.237993
"RUSSELL, NY"	NY	RUSSELL	SAINT LAWRENCE	44.366483	-75.061338
"RYE, NY"	NY	RYE	WESTCHESTER	40.976722	-73.691103
"SABAEL, NY"	NY	SABAEL	HAMILTON	43.7286	-74.3064
"SACKETS HARBOR, NY"	NY	SACKETS HARBOR	JEFFERSON	43.934601	-76.092828
"SAG HARBOR, NY"	NY	SAG HARBOR	SUFFOLK	40.970859	-72.314354
"SAGAPONACK, NY"	NY	SAGAPONACK	SUFFOLK	40.938012	-72.270946
"SAINT ALBANS, NY"	NY	SAINT ALBANS	QUEENS	40.696529	-73.76248
"SAINT BONAVENTURE, NY"	NY	SAINT BONAVENTURE	CATTARAUGUS	42.0911	-78.5049
"SAINT JAMES, NY"	NY	SAINT JAMES	SUFFOLK	40.893181	-73.181556
"SAINT JOHNSVILLE, NY"	NY	SAINT JOHNSVILLE	MONTGOMERY	43.04337	-74.610518
"SAINT REGIS FALLS, NY"	NY	SAINT REGIS FALLS	FRANKLIN	44.469017	-74.52197
"SALAMANCA, NY"	NY	SALAMANCA	CATTARAUGUS	42.150336	-78.828929
"SALEM, NY"	NY	SALEM	WASHINGTON	43.2186	-73.351778
"SALISBURY CENTER, NY"	NY	SALISBURY CENTER	HERKIMER	43.235378	-74.785264
"SALISBURY MILLS, NY"	NY	SALISBURY MILLS	ORANGE	41.426197	-74.109722
"SALT POINT, NY"	NY	SALT POINT	DUTCHESS	41.805378	-73.79543
"SANBORN, NY"	NY	SANBORN	NIAGARA	43.142184	-78.871036
"SAND LAKE, NY"	NY	SAND LAKE	RENSSELAER	42.646448	-73.473248
"SANDUSKY, NY"	NY	SANDUSKY	CATTARAUGUS	42.4959	-78.3847
"SANDY CREEK, NY"	NY	SANDY CREEK	OSWEGO	43.653234	-76.124798
"SANGERFIELD, NY"	NY	SANGERFIELD	ONEIDA	42.9137	-75.3796
"SARANAC, NY"	NY	SARANAC	CLINTON	44.645012	-73.815199
"SARANAC LAKE, NY"	NY	SARANAC LAKE	FRANKLIN	44.350481	-74.248606
"SARATOGA SPRINGS, NY"	NY	SARATOGA SPRINGS	SARATOGA	43.05036	-73.75394
"SARDINIA, NY"	NY	SARDINIA	ERIE	42.5284	-78.511805
"SAUGERTIES, NY"	NY	SAUGERTIES	ULSTER	42.08412	-73.999634
"SAUQUOIT, NY"	NY	SAUQUOIT	ONEIDA	43.001387	-75.25179
"SAVANNAH, NY"	NY	SAVANNAH	WAYNE	43.089946	-76.76259
"SAVONA, NY"	NY	SAVONA	STEUBEN	42.317052	-77.193593
"SAYVILLE, NY"	NY	SAYVILLE	SUFFOLK	40.711974	-73.066076
"SCARSDALE, NY"	NY	SCARSDALE	WESTCHESTER	40.989434	-73.794574
"SCHAGHTICOKE, NY"	NY	SCHAGHTICOKE	RENSSELAER	42.939888	-73.607982
"SCHENECTADY, NY"	NY	SCHENECTADY	SCHENECTADY	42.81784482	-73.94822727
"SCHENEVUS, NY"	NY	SCHENEVUS	OTSEGO	42.597181	-74.829074
"SCHODACK LANDING, NY"	NY	SCHODACK LANDING	RENSSELAER	42.474049	-73.728273
"SCHOHARIE, NY"	NY	SCHOHARIE	SCHOHARIE	42.664127	-74.296112
"SCHROON LAKE, NY"	NY	SCHROON LAKE	ESSEX	43.857074	-73.774615
"SCHUYLER FALLS, NY"	NY	SCHUYLER FALLS	CLINTON	44.561287	-73.708978
"SCHUYLER LAKE, NY"	NY	SCHUYLER LAKE	OTSEGO	42.7803	-75.0286
"SCHUYLERVILLE, NY"	NY	SCHUYLERVILLE	SARATOGA	43.096262	-73.618254
"SCIO, NY"	NY	SCIO	ALLEGANY	42.171909	-77.964555
"SCIPIO CENTER, NY"	NY	SCIPIO CENTER	CAYUGA	42.776028	-76.556644
"SCOTTSBURG, NY"	NY	SCOTTSBURG	LIVINGSTON	42.653468	-77.70186
"SCOTTSVILLE, NY"	NY	SCOTTSVILLE	MONROE	43.035438	-77.780713
"SEA CLIFF, NY"	NY	SEA CLIFF	NASSAU	40.844333	-73.643284
"SEAFORD, NY"	NY	SEAFORD	NASSAU	40.673556	-73.494024
"SELDEN, NY"	NY	SELDEN	SUFFOLK	40.869052	-73.035956
"SELKIRK, NY"	NY	SELKIRK	ALBANY	42.529852	-73.839826
"SENECA CASTLE, NY"	NY	SENECA CASTLE	ONTARIO	42.8868	-77.0966
"SENECA FALLS, NY"	NY	SENECA FALLS	SENECA	42.909495	-76.782209
"SEVERANCE, NY"	NY	SEVERANCE	ESSEX	43.876364	-73.716357
"SHANDAKEN, NY"	NY	SHANDAKEN	ULSTER	42.121232	-74.39387
"SHARON SPRINGS, NY"	NY	SHARON SPRINGS	SCHOHARIE	42.775702	-74.564851
"SHELTER ISLAND, NY"	NY	SHELTER ISLAND	SUFFOLK	41.051203	-72.313151
"SHELTER ISLAND HEIGHTS, NY"	NY	SHELTER ISLAND HEIGHTS	SUFFOLK	41.074168	-72.330571
"SHENOROCK, NY"	NY	SHENOROCK	WESTCHESTER	41.3201	-73.7371
"SHERBURNE, NY"	NY	SHERBURNE	CHENANGO	42.695779	-75.457763
"SHERIDAN, NY"	NY	SHERIDAN	CHAUTAUQUA	42.4885	-79.2378
"SHERMAN, NY"	NY	SHERMAN	CHAUTAUQUA	42.168052	-79.60856
"SHERRILL, NY"	NY	SHERRILL	ONEIDA	43.068868	-75.60325
"SHIRLEY, NY"	NY	SHIRLEY	SUFFOLK	40.794219	-72.880184
"SHOKAN, NY"	NY	SHOKAN	ULSTER	41.982148	-74.214799
"SHOREHAM, NY"	NY	SHOREHAM	SUFFOLK	40.938655	-72.887558
"SHORTSVILLE, NY"	NY	SHORTSVILLE	ONTARIO	42.978958	-77.25127
"SHRUB OAK, NY"	NY	SHRUB OAK	WESTCHESTER	41.328788	-73.823012
"SHUSHAN, NY"	NY	SHUSHAN	WASHINGTON	43.117998	-73.31896
"SIDNEY, NY"	NY	SIDNEY	DELAWARE	42.292668	-75.389864
"SIDNEY CENTER, NY"	NY	SIDNEY CENTER	DELAWARE	42.241856	-75.258444
"SILVER BAY, NY"	NY	SILVER BAY	WARREN	43.691873	-73.551128
"SILVER CREEK, NY"	NY	SILVER CREEK	CHAUTAUQUA	42.522794	-79.163523
"SILVER LAKE, NY"	NY	SILVER LAKE	WYOMING	42.6999	-78.0179
"SILVER SPRINGS, NY"	NY	SILVER SPRINGS	WYOMING	42.678996	-78.100146
"SINCLAIRVILLE, NY"	NY	SINCLAIRVILLE	CHAUTAUQUA	42.264622	-79.24988
"SKANEATELES, NY"	NY	SKANEATELES	ONONDAGA	42.903872	-76.357025
"SKANEATELES FALLS, NY"	NY	SKANEATELES FALLS	ONONDAGA	42.9978	-76.4598
"SLATE HILL, NY"	NY	SLATE HILL	ORANGE	41.38522	-74.474467
"SLATERVILLE SPRINGS, NY"	NY	SLATERVILLE SPRINGS	TOMPKINS	42.400504	-76.351629
"SLINGERLANDS, NY"	NY	SLINGERLANDS	ALBANY	42.644616	-73.876318
"SLOANSVILLE, NY"	NY	SLOANSVILLE	SCHOHARIE	42.761843	-74.36625
"SLOATSBURG, NY"	NY	SLOATSBURG	ROCKLAND	41.159623	-74.153875
"SMALLWOOD, NY"	NY	SMALLWOOD	SULLIVAN	41.639595	-74.811223
"SMITHBORO, NY"	NY	SMITHBORO	TIOGA	42.0339	-76.4009
"SMITHTOWN, NY"	NY	SMITHTOWN	SUFFOLK	40.861506	-73.209306
"SMITHVILLE FLATS, NY"	NY	SMITHVILLE FLATS	CHENANGO	42.406993	-75.832601
"SMYRNA, NY"	NY	SMYRNA	CHENANGO	42.665742	-75.624686
"SODUS, NY"	NY	SODUS	WAYNE	43.210196	-77.038897
"SODUS POINT, NY"	NY	SODUS POINT	WAYNE	43.254812	-76.983022
"SOLSVILLE, NY"	NY	SOLSVILLE	MADISON	42.9107	-75.5181
"SOMERS, NY"	NY	SOMERS	WESTCHESTER	41.311974	-73.688548
"SONYEA, NY"	NY	SONYEA	LIVINGSTON	42.6786	-77.8278
"SOUND BEACH, NY"	NY	SOUND BEACH	SUFFOLK	40.956156	-72.973309
"SOUTH BETHLEHEM, NY"	NY	SOUTH BETHLEHEM	ALBANY	42.5317	-73.8476
"SOUTH BUTLER, NY"	NY	SOUTH BUTLER	WAYNE	43.1314	-76.7663
"SOUTH BYRON, NY"	NY	SOUTH BYRON	GENESEE	43.0486	-78.0655
"SOUTH CAIRO, NY"	NY	SOUTH CAIRO	GREENE	42.26829	-73.957673
"SOUTH COLTON, NY"	NY	SOUTH COLTON	SAINT LAWRENCE	44.486862	-74.83336
"SOUTH DAYTON, NY"	NY	SOUTH DAYTON	CATTARAUGUS	42.375358	-79.073633
"SOUTH FALLSBURG, NY"	NY	SOUTH FALLSBURG	SULLIVAN	41.705862	-74.636905
"SOUTH GLENS FALLS, NY"	NY	SOUTH GLENS FALLS	SARATOGA	43.284289	-73.632354
"SOUTH JAMESPORT, NY"	NY	SOUTH JAMESPORT	SUFFOLK	40.940331	-72.572629
"SOUTH KORTRIGHT, NY"	NY	SOUTH KORTRIGHT	DELAWARE	42.386375	-74.726148
"SOUTH LIMA, NY"	NY	SOUTH LIMA	LIVINGSTON	42.8556	-77.6756
"SOUTH NEW BERLIN, NY"	NY	SOUTH NEW BERLIN	CHENANGO	42.515638	-75.375592
"SOUTH OTSELIC, NY"	NY	SOUTH OTSELIC	CHENANGO	42.65549	-75.759319
"SOUTH OZONE PARK, NY"	NY	SOUTH OZONE PARK	QUEENS	40.67473	-73.819206
"SOUTH PLYMOUTH, NY"	NY	SOUTH PLYMOUTH	CHENANGO	42.600765	-75.661564
"SOUTH RICHMOND HILL, NY"	NY	SOUTH RICHMOND HILL	QUEENS	40.688364	-73.822763
"SOUTH SALEM, NY"	NY	SOUTH SALEM	WESTCHESTER	41.251947	-73.539665
"SOUTH WALES, NY"	NY	SOUTH WALES	ERIE	42.718096	-78.543383
"SOUTHAMPTON, NY"	NY	SOUTHAMPTON	SUFFOLK	40.8960155	-72.40221
"SOUTHFIELDS, NY"	NY	SOUTHFIELDS	ORANGE	41.237702	-74.132766
"SOUTHOLD, NY"	NY	SOUTHOLD	SUFFOLK	41.061947	-72.424684
"SPARKILL, NY"	NY	SPARKILL	ROCKLAND	41.021196	-73.912273
"SPARROW BUSH, NY"	NY	SPARROW BUSH	ORANGE	41.439486	-74.743717
"SPECULATOR, NY"	NY	SPECULATOR	HAMILTON	43.556624	-74.364765
"SPENCER, NY"	NY	SPENCER	TIOGA	42.246954	-76.482958
"SPENCERPORT, NY"	NY	SPENCERPORT	MONROE	43.187534	-77.830299
"SPENCERTOWN, NY"	NY	SPENCERTOWN	COLUMBIA	42.304114	-73.507864
"SPEONK, NY"	NY	SPEONK	SUFFOLK	40.818115	-72.701414
"SPRAKERS, NY"	NY	SPRAKERS	MONTGOMERY	42.834138	-74.457669
"SPRING BROOK, NY"	NY	SPRING BROOK	ERIE	42.8184	-78.6755
"SPRING GLEN, NY"	NY	SPRING GLEN	ULSTER	41.6659	-74.4305
"SPRING VALLEY, NY"	NY	SPRING VALLEY	ROCKLAND	41.115562	-74.047621
"SPRINGFIELD CENTER, NY"	NY	SPRINGFIELD CENTER	OTSEGO	42.843032	-74.85245
"SPRINGFIELD GARDENS, NY"	NY	SPRINGFIELD GARDENS	QUEENS	40.665415	-73.749702
"SPRINGVILLE, NY"	NY	SPRINGVILLE	ERIE	42.526575	-78.689043
"SPRINGWATER, NY"	NY	SPRINGWATER	LIVINGSTON	42.673988	-77.577353
"STAATSBURG, NY"	NY	STAATSBURG	DUTCHESS	41.853476	-73.867644
"STAFFORD, NY"	NY	STAFFORD	GENESEE	42.976898	-78.069955
"STAMFORD, NY"	NY	STAMFORD	DELAWARE	42.413832	-74.600582
"STANFORDVILLE, NY"	NY	STANFORDVILLE	DUTCHESS	41.907329	-73.693001
"STANLEY, NY"	NY	STANLEY	ONTARIO	42.827681	-77.132084
"STAR LAKE, NY"	NY	STAR LAKE	SAINT LAWRENCE	44.155502	-74.99682
"STATEN ISLAND, NY"	NY	STATEN ISLAND	RICHMOND	40.58908286	-74.14633036
"STEAMBURG, NY"	NY	STEAMBURG	CATTARAUGUS	42.090887	-78.866541
"STELLA NIAGARA, NY"	NY	STELLA NIAGARA	NIAGARA	43.2013	-79.0413
"STEPHENTOWN, NY"	NY	STEPHENTOWN	RENSSELAER	42.568172	-73.405025
"STERLING, NY"	NY	STERLING	CAYUGA	43.34823	-76.668256
"STERLING FOREST, NY"	NY	STERLING FOREST	ORANGE	41.1828	-74.3192
"STILLWATER, NY"	NY	STILLWATER	SARATOGA	43.001842	-73.658922
"STITTVILLE, NY"	NY	STITTVILLE	ONEIDA	43.227341	-75.302118
"STOCKTON, NY"	NY	STOCKTON	CHAUTAUQUA	42.315967	-79.388161
"STONE RIDGE, NY"	NY	STONE RIDGE	ULSTER	41.87125	-74.16365
"STONY BROOK, NY"	NY	STONY BROOK	SUFFOLK	40.908923	-73.1240505
"STONY CREEK, NY"	NY	STONY CREEK	WARREN	43.429564	-74.011864
"STONY POINT, NY"	NY	STONY POINT	ROCKLAND	41.247299	-74.036032
"STORMVILLE, NY"	NY	STORMVILLE	DUTCHESS	41.545312	-73.726233
"STOTTVILLE, NY"	NY	STOTTVILLE	COLUMBIA	42.2862	-73.7393
"STOW, NY"	NY	STOW	CHAUTAUQUA	42.1569	-79.4017
"STRATFORD, NY"	NY	STRATFORD	FULTON	43.210957	-74.63542
"STRYKERSVILLE, NY"	NY	STRYKERSVILLE	WYOMING	42.731855	-78.445162
"STUYVESANT, NY"	NY	STUYVESANT	COLUMBIA	42.378438	-73.758502
"STUYVESANT FALLS, NY"	NY	STUYVESANT FALLS	COLUMBIA	42.3525	-73.7298
"SUFFERN, NY"	NY	SUFFERN	ROCKLAND	41.138464	-74.106053
"SUGAR LOAF, NY"	NY	SUGAR LOAF	ORANGE	41.3208	-74.2859
"SUMMIT, NY"	NY	SUMMIT	SCHOHARIE	42.54718	-74.565667
"SUMMITVILLE, NY"	NY	SUMMITVILLE	SULLIVAN	41.6214	-74.4513
"SUNNYSIDE, NY"	NY	SUNNYSIDE	QUEENS	40.743528	-73.918564
"SURPRISE, NY"	NY	SURPRISE	GREENE	42.39249	-73.959004
"SWAIN, NY"	NY	SWAIN	ALLEGANY	42.47265	-77.898006
"SWAN LAKE, NY"	NY	SWAN LAKE	SULLIVAN	41.74259	-74.844815
"SYLVAN BEACH, NY"	NY	SYLVAN BEACH	ONEIDA	43.2086	-75.7292
"SYOSSET, NY"	NY	SYOSSET	NASSAU	40.8265665	-73.5007855
"SYRACUSE, NY"	NY	SYRACUSE	ONONDAGA	43.04961064	-76.14916914
"TABERG, NY"	NY	TABERG	ONEIDA	43.380382	-75.61964
"TALLMAN, NY"	NY	TALLMAN	ROCKLAND	41.1111	-74.1003
"TANNERSVILLE, NY"	NY	TANNERSVILLE	GREENE	42.211255	-74.111132
"TAPPAN, NY"	NY	TAPPAN	ROCKLAND	41.026268	-73.949388
"TARRYTOWN, NY"	NY	TARRYTOWN	WESTCHESTER	41.082914	-73.849989
"THENDARA, NY"	NY	THENDARA	HERKIMER	43.7001	-75.0024
"THERESA, NY"	NY	THERESA	JEFFERSON	44.217946	-75.761226
"THIELLS, NY"	NY	THIELLS	ROCKLAND	41.208295	-74.016474
"THOMPSON RIDGE, NY"	NY	THOMPSON RIDGE	ORANGE	41.579564	-74.358946
"THOMPSONVILLE, NY"	NY	THOMPSONVILLE	SULLIVAN	41.667259	-74.617885
"THORNWOOD, NY"	NY	THORNWOOD	WESTCHESTER	41.114758	-73.770874
"THOUSAND ISLAND PARK, NY"	NY	THOUSAND ISLAND PARK	JEFFERSON	44.3008	-76.0192
"THREE MILE BAY, NY"	NY	THREE MILE BAY	JEFFERSON	44.034564	-76.254641
"TICONDEROGA, NY"	NY	TICONDEROGA	ESSEX	43.851792	-73.503012
"TILLSON, NY"	NY	TILLSON	ULSTER	41.836786	-74.064791
"TIOGA CENTER, NY"	NY	TIOGA CENTER	TIOGA	42.0544	-76.3493
"TIVOLI, NY"	NY	TIVOLI	DUTCHESS	42.053564	-73.890926
"TOMKINS COVE, NY"	NY	TOMKINS COVE	ROCKLAND	41.280132	-73.988315
"TONAWANDA, NY"	NY	TONAWANDA	ERIE	43.007782	-78.881264
"TREADWELL, NY"	NY	TREADWELL	DELAWARE	42.362376	-75.055848
"TRIBES HILL, NY"	NY	TRIBES HILL	MONTGOMERY	42.9569	-74.2946
"TROUPSBURG, NY"	NY	TROUPSBURG	STEUBEN	42.048458	-77.560732
"TROUT CREEK, NY"	NY	TROUT CREEK	DELAWARE	42.2036	-75.2798
"TROY, NY"	NY	TROY	RENSSELAER	42.75551	-73.634692
"TRUMANSBURG, NY"	NY	TRUMANSBURG	TOMPKINS	42.510628	-76.68294
"TRUXTON, NY"	NY	TRUXTON	CORTLAND	42.730228	-75.980954
"TUCKAHOE, NY"	NY	TUCKAHOE	WESTCHESTER	40.962424	-73.82351
"TULLY, NY"	NY	TULLY	ONONDAGA	42.806833	-76.121201
"TUNNEL, NY"	NY	TUNNEL	BROOME	42.2163	-75.7269
"TUPPER LAKE, NY"	NY	TUPPER LAKE	FRANKLIN	44.241752	-74.375204
"TURIN, NY"	NY	TURIN	LEWIS	43.650668	-75.435912
"TUXEDO PARK, NY"	NY	TUXEDO PARK	ORANGE	41.2081	-74.245117
"TYRONE, NY"	NY	TYRONE	SCHUYLER	42.4083	-77.0587
"ULSTER PARK, NY"	NY	ULSTER PARK	ULSTER	41.861693	-73.998054
"UNADILLA, NY"	NY	UNADILLA	OTSEGO	42.304095	-75.305987
"UNION HILL, NY"	NY	UNION HILL	WAYNE	43.2181	-77.3834
"UNION SPRINGS, NY"	NY	UNION SPRINGS	CAYUGA	42.83468	-76.66173
"UNIONDALE, NY"	NY	UNIONDALE	NASSAU	40.70254933	-73.59298533
"UNIONVILLE, NY"	NY	UNIONVILLE	ORANGE	41.3016	-74.5617
"UPPER JAY, NY"	NY	UPPER JAY	ESSEX	44.321046	-73.768032
"UPTON, NY"	NY	UPTON	SUFFOLK	40.8696	-72.8875
"UTICA, NY"	NY	UTICA	ONEIDA	43.104586	-75.2224975
"VAILS GATE, NY"	NY	VAILS GATE	ORANGE	41.4542	-74.0582
"VALATIE, NY"	NY	VALATIE	COLUMBIA	42.409414	-73.656142
"VALHALLA, NY"	NY	VALHALLA	WESTCHESTER	41.08894	-73.784358
"VALLEY COTTAGE, NY"	NY	VALLEY COTTAGE	ROCKLAND	41.12222	-73.92899
"VALLEY FALLS, NY"	NY	VALLEY FALLS	RENSSELAER	42.903807	-73.525768
"VALLEY STREAM, NY"	NY	VALLEY STREAM	NASSAU	40.66454367	-73.70832033
"VAN BUREN POINT, NY"	NY	VAN BUREN POINT	CHAUTAUQUA	42.4464	-79.4226
"VAN ETTEN, NY"	NY	VAN ETTEN	CHEMUNG	42.211127	-76.602396
"VAN HORNESVILLE, NY"	NY	VAN HORNESVILLE	HERKIMER	42.88485	-74.814354
"VARYSBURG, NY"	NY	VARYSBURG	WYOMING	42.738926	-78.318626
"VERBANK, NY"	NY	VERBANK	DUTCHESS	41.716523	-73.702478
"VERMONTVILLE, NY"	NY	VERMONTVILLE	FRANKLIN	44.528966	-74.10876
"VERNON, NY"	NY	VERNON	ONEIDA	43.090529	-75.510998
"VERNON CENTER, NY"	NY	VERNON CENTER	ONEIDA	43.036593	-75.524381
"VERONA, NY"	NY	VERONA	ONEIDA	43.14724	-75.580183
"VERONA BEACH, NY"	NY	VERONA BEACH	ONEIDA	43.1908	-75.7295
"VERPLANCK, NY"	NY	VERPLANCK	WESTCHESTER	41.2528	-73.9606
"VERSAILLES, NY"	NY	VERSAILLES	CATTARAUGUS	42.5139	-78.9893
"VESTAL, NY"	NY	VESTAL	BROOME	42.070942	-76.039846
"VICTOR, NY"	NY	VICTOR	ONTARIO	42.977148	-77.431486
"VICTORY MILLS, NY"	NY	VICTORY MILLS	SARATOGA	43.0875	-73.5957
"VOORHEESVILLE, NY"	NY	VOORHEESVILLE	ALBANY	42.632982	-73.975943
"WACCABUC, NY"	NY	WACCABUC	WESTCHESTER	41.293466	-73.595343
"WADDINGTON, NY"	NY	WADDINGTON	SAINT LAWRENCE	44.849699	-75.198932
"WADING RIVER, NY"	NY	WADING RIVER	SUFFOLK	40.940634	-72.836472
"WAINSCOTT, NY"	NY	WAINSCOTT	SUFFOLK	40.939727	-72.248021
"WALDEN, NY"	NY	WALDEN	ORANGE	41.56377	-74.187706
"WALES CENTER, NY"	NY	WALES CENTER	ERIE	42.7686	-78.5306
"WALKER VALLEY, NY"	NY	WALKER VALLEY	ULSTER	41.6339	-74.3783
"WALLKILL, NY"	NY	WALLKILL	ULSTER	41.633939	-74.16931
"WALTON, NY"	NY	WALTON	DELAWARE	42.15493	-75.192617
"WALWORTH, NY"	NY	WALWORTH	WAYNE	43.148402	-77.282162
"WAMPSVILLE, NY"	NY	WAMPSVILLE	MADISON	43.0789	-75.7074
"WANAKENA, NY"	NY	WANAKENA	SAINT LAWRENCE	44.112337	-75.07524
"WANTAGH, NY"	NY	WANTAGH	NASSAU	40.67766	-73.512061
"WAPPINGERS FALLS, NY"	NY	WAPPINGERS FALLS	DUTCHESS	41.587909	-73.88684
"WARNERS, NY"	NY	WARNERS	ONONDAGA	43.098075	-76.322819
"WARNERVILLE, NY"	NY	WARNERVILLE	SCHOHARIE	42.617396	-74.431868
"WARRENSBURG, NY"	NY	WARRENSBURG	WARREN	43.53363	-73.838111
"WARSAW, NY"	NY	WARSAW	WYOMING	42.741147	-78.164712
"WARWICK, NY"	NY	WARWICK	ORANGE	41.256336	-74.367714
"WASHINGTON MILLS, NY"	NY	WASHINGTON MILLS	ONEIDA	43.05	-75.2736
"WASHINGTONVILLE, NY"	NY	WASHINGTONVILLE	ORANGE	41.429494	-74.168558
"WASSAIC, NY"	NY	WASSAIC	DUTCHESS	41.788555	-73.560462
"WATER MILL, NY"	NY	WATER MILL	SUFFOLK	40.931359	-72.340775
"WATERFORD, NY"	NY	WATERFORD	SARATOGA	42.823058	-73.699134
"WATERLOO, NY"	NY	WATERLOO	SENECA	42.912935	-76.882168
"WATERPORT, NY"	NY	WATERPORT	ORLEANS	43.33623	-78.24077
